order,name,description,vector,type,units,region,2021,2022,2023,2024
255,PRCE(USA),household price of energy,end,z1l,idx,USA,100,100,100,100
256,PRCE(ROW),household price of energy,end,z1l,idx,ROW,100,100,100,100
257,PRCL(USA),aggregate price of consumer goods lagged,sta,x1l,idx,USA,90.42551255,90.42551255,96.34029431,100
258,PRCL(ROW),aggregate price of consumer goods lagged,sta,x1l,idx,ROW,90.42551255,90.42551255,96.34029431,100
259,PRCO(USA),household price of material,end,z1l,idx,USA,90.02853516,96.43181517,100,102.48236835
260,PRCO(ROW),household price of material,end,z1l,idx,ROW,90.02853516,96.43181517,100,102.48236835
261,PRCOL(USA),household price of material - lagged,sta,x1l,idx,USA,90.02853516,90.02853516,96.43181517,100
262,PRCOL(ROW),household price of material - lagged,sta,x1l,idx,ROW,90.02853516,90.02853516,96.43181517,100
263,PRCT(USA),aggregate price of consumer goods,ets,zel,idx,USA,90.42551255,96.34029431,100,102.61824494
264,PRCT(ROW),aggregate price of consumer goods,ets,zel,idx,ROW,90.42551255,96.34029431,100,102.61824494
265,"PRD(g01,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100
266,"PRD(g01,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100
267,"PRD(g02,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100
268,"PRD(g02,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100
269,PRDL(USA),weighted price of domestic output lag,sta,x1l,idx,USA,90.02853516,90.02853516,96.43181517,100
270,PRDL(ROW),weighted price of domestic output lag,sta,x1l,idx,ROW,90.02853516,90.02853516,96.43181517,100
271,PRDX(USA),shock to weighted price of domestic output,exo,exo,pct,USA,0,0,0,0
272,PRDX(ROW),shock to weighted price of domestic output,exo,exo,pct,ROW,0,0,0,0
273,"PRE(a01,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100
274,"PRE(a01,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100
275,"PRE(a02,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100
276,"PRE(a02,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100
277,"PRF(a01,USA)",short run profits,end,z1l,gdp,USA,1.81254303,1.47795618,1.32731497,1.23226653
278,"PRF(a01,ROW)",short run profits,end,z1l,gdp,ROW,1.81254303,1.47795618,1.32731497,1.23226653
279,"PRF(a02,USA)",short run profits,end,z1l,gdp,USA,28.1963577,21.80903305,17.41778696,14.13657981
280,"PRF(a02,ROW)",short run profits,end,z1l,gdp,ROW,28.1963577,21.80903305,17.41778696,14.13657981
281,PRFT(USA),total economywide profits,end,z1l,gdp,USA,32.10655681,26.76694336,22.64772635,19.44937371
282,PRFT(ROW),total economywide profits,end,z1l,gdp,ROW,32.10655681,26.76694336,22.64772635,19.44937371
283,PRFY(USA),profits on raw capital sector,end,z1l,gdp,USA,2.09765608,3.47995413,3.90262442,4.08052737
284,PRFY(ROW),profits on raw capital sector,end,z1l,gdp,ROW,2.09765608,3.47995413,3.90262442,4.08052737
285,PRFZ(USA),imputed short run profits on household capital,end,z1l,gdp,USA,0.97706456,0.59603823,0.7521615,0.88416504
286,PRFZ(ROW),imputed short run profits on household capital,end,z1l,gdp,ROW,0.97706456,0.59603823,0.7521615,0.88416504
287,PRGT(USA),aggregate price of government goods,end,z1l,idx,USA,90.02853516,96.43181517,100,102.48236835
288,PRGT(ROW),aggregate price of government goods,end,z1l,idx,ROW,90.02853516,96.43181517,100,102.48236835
289,PRID(USA),weighted price of domestic output,ets,zel,idx,USA,90.02853516,96.43181517,100,102.48236835
290,PRID(ROW),weighted price of domestic output,ets,zel,idx,ROW,90.02853516,96.43181517,100,102.48236835
291,PRIE(USA),raw capital sector price of energy,end,z1l,idx,USA,100,100,100,100
292,PRIE(ROW),raw capital sector price of energy,end,z1l,idx,ROW,100,100,100,100
293,PRII(USA),price paid by producers for raw capital,end,z1l,idx,USA,89.88742897,97.02583847,100,101.6825198
294,PRII(ROW),price paid by producers for raw capital,end,z1l,idx,ROW,89.88742897,97.02583847,100,101.6825198
295,PRIM(USA),weighted price of imports,end,z1l,idx,USA,95.2164773,102.07500171,100,100.76645476
296,PRIM(ROW),weighted price of imports,end,z1l,idx,ROW,95.2164773,102.07500171,100,100.76645476
297,PRIX(USA),weighted price of exports,end,z1l,idx,USA,92.45236304,101.55519143,100,100.94373843
298,PRIX(ROW),weighted price of exports,end,z1l,idx,ROW,92.45236304,101.55519143,100,100.94373843
299,"PRK(a01,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100
300,"PRK(a01,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100
301,"PRK(a02,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100
302,"PRK(a02,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100
303,PRKY(USA),"implicit rental price, raw capital sector",end,z1l,idx,USA,100,100,100,100
304,PRKY(ROW),"implicit rental price, raw capital sector",end,z1l,idx,ROW,100,100,100,100
305,PRKZ(USA),"implicit rental price, household capital",end,z1l,idx,USA,100,100,100,100
306,PRKZ(ROW),"implicit rental price, household capital",end,z1l,idx,ROW,100,100,100,100
307,PROI(USA),raw capital sector price of material,end,z1l,idx,USA,100,100,100,100
308,PROI(ROW),raw capital sector price of material,end,z1l,idx,ROW,100,100,100,100
309,"PRP(a01,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100
310,"PRP(a01,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100
311,"PRP(a02,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100
312,"PRP(a02,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100
313,"PRS(g01,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100
314,"PRS(g01,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100
315,"PRS(g02,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100
316,"PRS(g02,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100
317,"PRX(g01,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100
318,"PRX(g01,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100
319,"PRX(g02,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100
320,"PRX(g02,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100
321,PRXX(USA),shock to expected price of consumer goods,exo,exo,pct,USA,0,0,0,0
322,PRXX(ROW),shock to expected price of consumer goods,exo,exo,pct,ROW,0,0,0,0
323,"PRY(g01,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100
324,"PRY(g01,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100
325,"PRY(g02,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100
326,"PRY(g02,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100
327,PTAR(USA),price level target,exo,exo,idx,USA,100,100,100,100
328,PTAR(ROW),price level target,exo,exo,idx,ROW,100,100,100,100
329,RB10(USA),"interest rate, 10-year, real",end,z1l,pct,USA,-5.42845026,-0.68173393,1.50544183,1.75627516
330,RB10(ROW),"interest rate, 10-year, real",end,z1l,pct,ROW,-5.42845026,-0.68173393,1.50544183,1.75627516
331,REER(USA),"effective real exchange rate, FC/domestic",end,z1l,idx,USA,91.41217346,100.88393502,100,100.09386253
332,REER(ROW),"effective real exchange rate, FC/domestic",end,z1l,idx,ROW,91.41217346,100.88393502,100,100.09386253
333,REXC(USA),real exchange rate - US$ per unit of region currency,cos,j1l,idx,USA,100,100,100,100
334,REXC(ROW),real exchange rate - US$ per unit of region currency,cos,j1l,idx,ROW,100,100,100,100
335,REXN(USA),real exchange rate with capital controls,end,z1l,idx,USA,100,100,100,100
336,REXN(ROW),real exchange rate with capital controls,end,z1l,idx,ROW,100,100,100,100
337,"RISE(a01,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0
338,"RISE(a01,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0
339,"RISE(a02,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0
340,"RISE(a02,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0
341,RISH(USA),risk premium for human wealth,exo,exo,del,USA,0,0,0,0
342,RISH(ROW),risk premium for human wealth,exo,exo,del,ROW,0,0,0,0
343,RISR(USA),risk premium in the yield curve,exo,exo,del,USA,0,0,0,0
344,RISR(ROW),risk premium in the yield curve,exo,exo,del,ROW,0,0,0,0
345,RISW(USA),Blanchard probability of death,exo,exo,del,USA,3,3,3,3
346,RISW(ROW),Blanchard probability of death,exo,exo,del,ROW,3,3,3,3
347,RISY(USA),risk premium for raw-capital sector capital,exo,exo,del,USA,0,0,0,0
348,RISY(ROW),risk premium for raw-capital sector capital,exo,exo,del,ROW,0,0,0,0
349,RISZ(USA),risk premium for household capital,exo,exo,del,USA,0,0,0,0
350,RISZ(ROW),risk premium for household capital,exo,exo,del,ROW,0,0,0,0
351,ROGY(USA),potential output growth target,exo,exo,pct,USA,1.4,1.4,1.4,1.4
352,ROGY(ROW),potential output growth target,exo,exo,pct,ROW,1.4,1.4,1.4,1.4
353,SAVI(USA),real domestic saving using real interest rates,end,z1l,gdp,USA,22.55328167,14.8570988,21.95169092,21.91727436
354,SAVI(ROW),real domestic saving using real interest rates,end,z1l,gdp,ROW,22.55328167,14.8570988,21.95169092,21.91727436
355,SAVN(USA),real domestic saving using nominal interest rates,end,z1l,gdp,USA,28.50758866,20.73865897,25.11606615,24.16859729
356,SAVN(ROW),real domestic saving using nominal interest rates,end,z1l,gdp,ROW,28.50758866,20.73865897,25.11606615,24.16859729
357,SAVT(USA),domestic non-government saving using nominal interest rates,end,z1l,gdp,USA,16.91170636,17.15072484,17.43634324,16.43832244
358,SAVT(ROW),domestic non-government saving using nominal interest rates,end,z1l,gdp,ROW,16.91170636,17.15072484,17.43634324,16.43832244
359,"SHEF(a01,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
360,"SHEF(a01,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
361,"SHEF(a02,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
362,"SHEF(a02,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
363,SHEFC(USA),consumption autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
364,SHEFC(ROW),consumption autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
365,"SHK(a01,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0
366,"SHK(a01,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0
367,"SHK(a02,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0
368,"SHK(a02,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0
369,SHKC(USA),shock to aggregate consumption,exo,exo,gdp,USA,0,0,0,0
370,SHKC(ROW),shock to aggregate consumption,exo,exo,gdp,ROW,0,0,0,0
371,"SHKI(USA,a01)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0
372,"SHKI(USA,a02)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0
373,"SHKI(ROW,a01)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0
374,"SHKI(ROW,a02)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0
375,SHKM(USA),shock to money demand,exo,exo,pct,USA,0,0,0,0
376,SHKM(ROW),shock to money demand,exo,exo,pct,ROW,0,0,0,0
377,"SHL(USA,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
378,"SHL(USA,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
379,"SHL(ROW,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
380,"SHL(ROW,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
381,SHLY(USA),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
382,SHLY(ROW),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
383,SHLZ(USA),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
384,SHLZ(ROW),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
385,"SHY(a01,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0
386,"SHY(a01,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0
387,"SHY(a02,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0
388,"SHY(a02,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0
389,SHYY(USA),shock to raw capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0
390,SHYY(ROW),shock to raw capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0
391,SHYZ(USA),shock to household capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0
392,SHYZ(ROW),shock to household capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0
393,"STM(a01,USA)",stock market value,end,z1l,gdp,USA,21.95189389,22.30823324,22.19297996,22.12535266
394,"STM(a01,ROW)",stock market value,end,z1l,gdp,ROW,21.95189389,22.30823324,22.19297996,22.12535266
395,"STM(a02,USA)",stock market value,end,z1l,gdp,USA,268.89850684,270.47470734,269.4201189,269.20328653
396,"STM(a02,ROW)",stock market value,end,z1l,gdp,ROW,268.89850684,270.47470734,269.4201189,269.20328653
397,STMT(USA),total stock market value,end,z1l,gdp,USA,290.85040073,292.78294059,291.61309886,291.32863919
398,STMT(ROW),total stock market value,end,z1l,gdp,ROW,290.85040073,292.78294059,291.61309886,291.32863919
399,"TAX(g01,USA)",sales tax on composite,exo,exo,pct,USA,2.54269637,2.61712686,2.37747295,2.3901312
400,"TAX(g01,ROW)",sales tax on composite,exo,exo,pct,ROW,2.54269637,2.61712686,2.37747295,2.3901312
401,"TAX(g02,USA)",sales tax on composite,exo,exo,pct,USA,2.54269637,2.61712686,2.37747295,2.3901312
402,"TAX(g02,ROW)",sales tax on composite,exo,exo,pct,ROW,2.54269637,2.61712686,2.37747295,2.3901312
403,TAXC(USA),revenue from sales and company taxes,end,z1l,gdp,USA,4.7988698,5.10824677,4.70212685,4.78885394
404,TAXC(ROW),revenue from sales and company taxes,end,z1l,gdp,ROW,4.7988698,5.10824677,4.70212685,4.78885394
405,TAXH(USA),revenue from taxes on wages,end,z1l,gdp,USA,6.12598234,6.98245967,5.52724798,5.56788004
406,TAXH(ROW),revenue from taxes on wages,end,z1l,gdp,ROW,6.12598234,6.98245967,5.52724798,5.56788004
407,TAXL(USA),revenue from lump-sum taxes,end,z1l,gdp,USA,0,0,0,0
408,TAXL(ROW),revenue from lump-sum taxes,end,z1l,gdp,ROW,0,0,0,0
409,TAXM(USA),tariff revenue,end,z1l,gdp,USA,0.16582787,0.17644061,0.16068171,0.16224731
410,TAXM(ROW),tariff revenue,end,z1l,gdp,ROW,0.16582787,0.17644061,0.16068171,0.16224731
411,TAXS(USA),exogenous lump sum tax,exo,exo,gdp,USA,0,0,0,0
412,TAXS(ROW),exogenous lump sum tax,exo,exo,gdp,ROW,0,0,0,0
413,TAXT(USA),total revenue,end,z1l,gdp,USA,11.09068001,12.26714704,10.39005654,10.51898129
414,TAXT(ROW),total revenue,end,z1l,gdp,ROW,11.09068001,12.26714704,10.39005654,10.51898129
415,TAXX(USA),external tax revenue,end,z1l,gdp,USA,0,0,0,0
416,TAXX(ROW),external tax revenue,end,z1l,gdp,ROW,0,0,0,0
417,TBAL(USA),"trade surplus, domestic currency",end,z1l,gdp,USA,0,0,0,0
418,TBAL(ROW),"trade surplus, domestic currency",end,z1l,gdp,ROW,0,0,0,0
419,TBAU(USA),"trade surplus, USD",end,z1l,gdp,USA,0,0,0,0
420,TBAU(ROW),"trade surplus, USD",end,z1l,gdp,ROW,0,0,0,0
421,TCOR(USA),tax rate on corporate profits,exo,exo,pct,USA,3,3,3,3
422,TCOR(ROW),tax rate on corporate profits,exo,exo,pct,ROW,3,3,3,3
423,"TEX(g01,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0
424,"TEX(g01,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0
425,"TEX(g02,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0
426,"TEX(g02,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0
427,"TIM(g01,USA,USA)",tariff rates,exo,exo,pct,USA,0,0,0,0
428,"TIM(g01,USA,ROW)",tariff rates,exo,exo,pct,USA,0.34136627,0.34136627,0.34136627,0.34136627
429,"TIM(g01,ROW,USA)",tariff rates,exo,exo,pct,ROW,0.34136627,0.34136627,0.34136627,0.34136627
430,"TIM(g01,ROW,ROW)",tariff rates,exo,exo,pct,ROW,0,0,0,0
431,"TIM(g02,USA,USA)",tariff rates,exo,exo,pct,USA,0,0,0,0
432,"TIM(g02,USA,ROW)",tariff rates,exo,exo,pct,USA,1.23498997,1.23498997,1.23498997,1.23498997
433,"TIM(g02,ROW,USA)",tariff rates,exo,exo,pct,ROW,1.23498997,1.23498997,1.23498997,1.23498997
434,"TIM(g02,ROW,ROW)",tariff rates,exo,exo,pct,ROW,0,0,0,0
435,TINC(USA),tax rate on labor income,exo,exo,pct,USA,11.87543282,13.89259697,11.04062253,11.09781964
436,TINC(ROW),tax rate on labor income,exo,exo,pct,ROW,11.87543282,13.89259697,11.04062253,11.09781964
437,"TITC(a01,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0
438,"TITC(a01,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
439,"TITC(a02,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0
440,"TITC(a02,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
441,TITCH(USA),households investment tax credit rate,exo,exo,pct,USA,0,0,0,0
442,TITCH(ROW),households investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
443,"TIX(g01,USA,USA)",iceberg costs,exo,exo,pct,USA,0,0,0,0
444,"TIX(g01,USA,ROW)",iceberg costs,exo,exo,pct,USA,0,0,0,0
445,"TIX(g01,ROW,USA)",iceberg costs,exo,exo,pct,ROW,0,0,0,0
446,"TIX(g01,ROW,ROW)",iceberg costs,exo,exo,pct,ROW,0,0,0,0
447,"TIX(g02,USA,USA)",iceberg costs,exo,exo,pct,USA,0,0,0,0
448,"TIX(g02,USA,ROW)",iceberg costs,exo,exo,pct,USA,0,0,0,0
449,"TIX(g02,ROW,USA)",iceberg costs,exo,exo,pct,ROW,0,0,0,0
450,"TIX(g02,ROW,ROW)",iceberg costs,exo,exo,pct,ROW,0,0,0,0
451,"TOB(a01,USA)","marginal q, TOB.NC",end,z1l,pct,USA,126.02645501,127.04881168,125.68266935,125.82149442
452,"TOB(a01,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,126.02645501,127.04881168,125.68266935,125.82149442
453,"TOB(a02,USA)","marginal q, TOB.NC",end,z1l,pct,USA,126.02645501,127.04881168,125.68266935,125.82149442
454,"TOB(a02,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,126.02645501,127.04881168,125.68266935,125.82149442
455,TOBY(USA),"marginal Q, raw capital sector",end,z1l,pct,USA,126.02645501,127.05170739,125.68167002,125.82105283
456,TOBY(ROW),"marginal Q, raw capital sector",end,z1l,pct,ROW,126.02645501,127.05170739,125.68167002,125.82105283
457,TOBZ(USA),"marginal Q, household capital",end,z1l,pct,USA,106.03910328,105.81582257,106.05926485,106.07692084
458,TOBZ(ROW),"marginal Q, household capital",end,z1l,pct,ROW,106.03910328,105.81582257,106.05926485,106.07692084
459,"TPA(a01,USA)",partial adjustment q,sta,x1l,pct,USA,126.02645501,126.02645501,126.38427985,126.13871617
460,"TPA(a01,ROW)",partial adjustment q,sta,x1l,pct,ROW,126.02645501,126.02645501,126.38427985,126.13871617
461,"TPA(a02,USA)",partial adjustment q,sta,x1l,pct,USA,126.02645501,126.02645501,126.38427985,126.13871617
462,"TPA(a02,ROW)",partial adjustment q,sta,x1l,pct,ROW,126.02645501,126.02645501,126.38427985,126.13871617
463,TPAY(USA),"partial adjustment Q, raw capital sector",sta,x1l,pct,USA,126.02645501,126.02645501,126.38529334,126.13902518
464,TPAY(ROW),"partial adjustment Q, raw capital sector",sta,x1l,pct,ROW,126.02645501,126.02645501,126.38529334,126.13902518
465,TPAZ(USA),"partial adjustment Q, household capital",sta,x1l,pct,USA,106.03910328,106.03910328,105.96095503,105.99536347
466,TPAZ(ROW),"partial adjustment Q, household capital",sta,x1l,pct,ROW,106.03910328,106.03910328,105.96095503,105.99536347
467,TRAN(USA),total transfers,end,z1l,gdp,USA,9.50852011,9.49847389,9.52758558,9.51942909
468,TRAN(ROW),total transfers,end,z1l,gdp,ROW,9.50852011,9.49847389,9.52758558,9.51942909
469,TRANX(USA),exogenous transfers,exo,exo,gdp,USA,0,0,0,0
470,TRANX(ROW),exogenous transfers,exo,exo,gdp,ROW,0,0,0,0
471,"TXM(g01,USA)",tariff revenue by good,end,z1l,gdp,USA,0.00290416,0.00309002,0.00281404,0.00284145
472,"TXM(g01,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.00290416,0.00309002,0.00281404,0.00284145
473,"TXM(g02,USA)",tariff revenue by good,end,z1l,gdp,USA,0.16292371,0.17335059,0.15786768,0.15940586
474,"TXM(g02,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.16292371,0.17335059,0.15786768,0.15940586
475,"WAG(a01,USA)",nominal sector wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
476,"WAG(a01,ROW)",nominal sector wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
477,"WAG(a02,USA)",nominal sector wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
478,"WAG(a02,ROW)",nominal sector wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
479,WAGE(USA),nominal wage,sta,x1l,idx,USA,88.34145355,94.6152627,100,105.76837204
480,WAGE(ROW),nominal wage,sta,x1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
481,WAGG(USA),government wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
482,WAGG(ROW),government wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
483,"WAGR(a01,USA)",real sector wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
484,"WAGR(a01,ROW)",real sector wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
485,"WAGR(a02,USA)",real sector wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
486,"WAGR(a02,ROW)",real sector wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
487,WELH(USA),human wealth,cos,j1l,gdp,USA,874.21840724,832.26598729,856.45348144,857.75108514
488,WELH(ROW),human wealth,cos,j1l,gdp,ROW,874.21840724,832.26598729,856.45348144,857.75108514
489,WELT(USA),total wealth,end,z1l,gdp,USA,1389.06966586,1372.24911019,1384.02262841,1383.96607577
490,WELT(ROW),total wealth,end,z1l,gdp,ROW,1389.06966586,1372.24911019,1384.02262841,1383.96607577
491,WERR(USA),wage inflation expectation errors,exo,exo,pct,USA,0,0,0,0
492,WERR(ROW),wage inflation expectation errors,exo,exo,pct,ROW,0,0,0,0
493,YRATN(USA),"GDP ratio, nominal",exo,exo,pct,USA,100,100,100,100
494,YRATN(ROW),"GDP ratio, nominal",exo,exo,pct,ROW,100,100,100,100
