order,name,description,vector,type,units,region,2021,2022,2023,2024
257,"POI(a02,USA)",sector price of materials,end,z1l,idx,USA,100,100,100,100
258,"POI(a02,ROW)",sector price of materials,end,z1l,idx,ROW,100,100,100,100
259,PRCE(USA),household price of energy,end,z1l,idx,USA,100,100,100,100
260,PRCE(ROW),household price of energy,end,z1l,idx,ROW,100,100,100,100
261,PRCL(USA),aggregate price of consumer goods lagged,sta,x1l,idx,USA,90.42551255,90.42551255,96.34029431,100
262,PRCL(ROW),aggregate price of consumer goods lagged,sta,x1l,idx,ROW,90.42551255,90.42551255,96.34029431,100
263,PRCO(USA),household price of material,end,z1l,idx,USA,90.02853516,96.43181517,100,102.48236835
264,PRCO(ROW),household price of material,end,z1l,idx,ROW,90.02853516,96.43181517,100,102.48236835
265,PRCOL(USA),household price of material - lagged,sta,x1l,idx,USA,90.02853516,90.02853516,96.43181517,100
266,PRCOL(ROW),household price of material - lagged,sta,x1l,idx,ROW,90.02853516,90.02853516,96.43181517,100
267,PRCT(USA),aggregate price of consumer goods,ets,zel,idx,USA,90.42551255,96.34029431,100,102.61824494
268,PRCT(ROW),aggregate price of consumer goods,ets,zel,idx,ROW,90.42551255,96.34029431,100,102.61824494
269,"PRD(g01,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100
270,"PRD(g01,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100
271,"PRD(g02,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100
272,"PRD(g02,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100
273,PRDL(USA),weighted price of domestic output lag,sta,x1l,idx,USA,90.02853516,90.02853516,96.43181517,100
274,PRDL(ROW),weighted price of domestic output lag,sta,x1l,idx,ROW,90.02853516,90.02853516,96.43181517,100
275,PRDX(USA),shock to weighted price of domestic output,exo,exo,pct,USA,0,0,0,0
276,PRDX(ROW),shock to weighted price of domestic output,exo,exo,pct,ROW,0,0,0,0
277,"PRE(a01,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100
278,"PRE(a01,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100
279,"PRE(a02,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100
280,"PRE(a02,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100
281,"PRF(a01,USA)",short run profits,end,z1l,gdp,USA,0.70848311,0.66743659,0.65786121,0.6695999
282,"PRF(a01,ROW)",short run profits,end,z1l,gdp,ROW,0.70848311,0.66743659,0.65786121,0.6695999
283,"PRF(a02,USA)",short run profits,end,z1l,gdp,USA,9.68808785,9.81791536,9.30298181,9.45557733
284,"PRF(a02,ROW)",short run profits,end,z1l,gdp,ROW,9.68808785,9.81791536,9.30298181,9.45557733
285,PRFT(USA),total economywide profits,end,z1l,gdp,USA,10.39657096,10.48535195,9.96084302,10.12517722
286,PRFT(ROW),total economywide profits,end,z1l,gdp,ROW,10.39657096,10.48535195,9.96084302,10.12517722
287,PRFY(USA),profits on raw capital sector,end,z1l,gdp,USA,0,0,0,0
288,PRFY(ROW),profits on raw capital sector,end,z1l,gdp,ROW,0,0,0,0
289,PRFZ(USA),imputed short run profits on household capital,end,z1l,gdp,USA,0,0,0,0
290,PRFZ(ROW),imputed short run profits on household capital,end,z1l,gdp,ROW,0,0,0,0
291,PRGT(USA),aggregate price of government goods,end,z1l,idx,USA,90.02853516,96.43181517,100,102.48236835
292,PRGT(ROW),aggregate price of government goods,end,z1l,idx,ROW,90.02853516,96.43181517,100,102.48236835
293,PRID(USA),weighted price of domestic output,ets,zel,idx,USA,90.02853516,96.43181517,100,102.48236835
294,PRID(ROW),weighted price of domestic output,ets,zel,idx,ROW,90.02853516,96.43181517,100,102.48236835
295,PRIE(USA),raw capital sector price of energy,end,z1l,idx,USA,100,100,100,100
296,PRIE(ROW),raw capital sector price of energy,end,z1l,idx,ROW,100,100,100,100
297,PRII(USA),price paid by producers for raw capital,end,z1l,idx,USA,89.88742897,97.02583847,100,101.6825198
298,PRII(ROW),price paid by producers for raw capital,end,z1l,idx,ROW,89.88742897,97.02583847,100,101.6825198
299,PRIM(USA),weighted price of imports,end,z1l,idx,USA,95.2164773,102.07500171,100,100.76645476
300,PRIM(ROW),weighted price of imports,end,z1l,idx,ROW,95.2164773,102.07500171,100,100.76645476
301,PRIX(USA),weighted price of exports,end,z1l,idx,USA,92.45236304,101.55519143,100,100.94373843
302,PRIX(ROW),weighted price of exports,end,z1l,idx,ROW,92.45236304,101.55519143,100,100.94373843
303,"PRK(a01,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100
304,"PRK(a01,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100
305,"PRK(a02,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100
306,"PRK(a02,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100
307,PRKY(USA),"implicit rental price, raw capital sector",end,z1l,idx,USA,100,100,100,100
308,PRKY(ROW),"implicit rental price, raw capital sector",end,z1l,idx,ROW,100,100,100,100
309,PRKZ(USA),"implicit rental price, household capital",end,z1l,idx,USA,100,100,100,100
310,PRKZ(ROW),"implicit rental price, household capital",end,z1l,idx,ROW,100,100,100,100
311,PROI(USA),raw capital sector price of material,end,z1l,idx,USA,100,100,100,100
312,PROI(ROW),raw capital sector price of material,end,z1l,idx,ROW,100,100,100,100
313,"PRP(a01,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100
314,"PRP(a01,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100
315,"PRP(a02,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100
316,"PRP(a02,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100
317,"PRS(g01,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100
318,"PRS(g01,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100
319,"PRS(g02,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100
320,"PRS(g02,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100
321,"PRX(g01,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100
322,"PRX(g01,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100
323,"PRX(g02,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100
324,"PRX(g02,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100
325,PRXX(USA),shock to expected price of consumer goods,exo,exo,pct,USA,0,0,0,0
326,PRXX(ROW),shock to expected price of consumer goods,exo,exo,pct,ROW,0,0,0,0
327,"PRY(g01,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100
328,"PRY(g01,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100
329,"PRY(g02,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100
330,"PRY(g02,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100
331,PTAR(USA),price level target,exo,exo,idx,USA,100,100,100,100
332,PTAR(ROW),price level target,exo,exo,idx,ROW,100,100,100,100
333,RB10(USA),"interest rate, 10-year, real",end,z1l,pct,USA,-5.42845026,-0.68173393,1.50544183,1.75627516
334,RB10(ROW),"interest rate, 10-year, real",end,z1l,pct,ROW,-5.42845026,-0.68173393,1.50544183,1.75627516
335,REER(USA),"effective real exchange rate, FC/domestic",end,z1l,idx,USA,91.18111231,100.66698623,100,100.09113995
336,REER(ROW),"effective real exchange rate, FC/domestic",end,z1l,idx,ROW,91.18111231,100.66698623,100,100.09113995
337,REXC(USA),real exchange rate - US$ per unit of region currency,cos,j1l,idx,USA,100,100,100,100
338,REXC(ROW),real exchange rate - US$ per unit of region currency,cos,j1l,idx,ROW,100,100,100,100
339,REXN(USA),real exchange rate with capital controls,end,z1l,idx,USA,100,100,100,100
340,REXN(ROW),real exchange rate with capital controls,end,z1l,idx,ROW,100,100,100,100
341,"RISE(a01,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0
342,"RISE(a01,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0
343,"RISE(a02,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0
344,"RISE(a02,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0
345,RISH(USA),risk premium for human wealth,exo,exo,del,USA,0,0,0,0
346,RISH(ROW),risk premium for human wealth,exo,exo,del,ROW,0,0,0,0
347,RISR(USA),risk premium in the yield curve,exo,exo,del,USA,0,0,0,0
348,RISR(ROW),risk premium in the yield curve,exo,exo,del,ROW,0,0,0,0
349,RISW(USA),Blanchard probability of death,exo,exo,del,USA,3,3,3,3
350,RISW(ROW),Blanchard probability of death,exo,exo,del,ROW,3,3,3,3
351,RISY(USA),risk premium for raw-capital sector capital,exo,exo,del,USA,0,0,0,0
352,RISY(ROW),risk premium for raw-capital sector capital,exo,exo,del,ROW,0,0,0,0
353,RISZ(USA),risk premium for household capital,exo,exo,del,USA,0,0,0,0
354,RISZ(ROW),risk premium for household capital,exo,exo,del,ROW,0,0,0,0
355,ROGY(USA),potential output growth target,exo,exo,pct,USA,1.4,1.4,1.4,1.4
356,ROGY(ROW),potential output growth target,exo,exo,pct,ROW,1.4,1.4,1.4,1.4
357,SAVI(USA),real domestic saving using real interest rates,end,z1l,gdp,USA,22.61634898,14.68620988,22.01582877,21.98991177
358,SAVI(ROW),real domestic saving using real interest rates,end,z1l,gdp,ROW,22.61634898,14.68620988,22.01582877,21.98991177
359,SAVN(USA),real domestic saving using nominal interest rates,end,z1l,gdp,USA,28.73149472,20.73264611,25.2495553,24.29484645
360,SAVN(ROW),real domestic saving using nominal interest rates,end,z1l,gdp,ROW,28.73149472,20.73264611,25.2495553,24.29484645
361,SAVT(USA),domestic non-government saving using nominal interest rates,end,z1l,gdp,USA,16.82238248,17.04413247,17.40152152,16.38048714
362,SAVT(ROW),domestic non-government saving using nominal interest rates,end,z1l,gdp,ROW,16.82238248,17.04413247,17.40152152,16.38048714
363,"SHEF(a01,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
364,"SHEF(a01,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
365,"SHEF(a02,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
366,"SHEF(a02,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
367,SHEFC(USA),consumption autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0
368,SHEFC(ROW),consumption autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0
369,"SHK(a01,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0
370,"SHK(a01,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0
371,"SHK(a02,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0
372,"SHK(a02,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0
373,SHKC(USA),shock to aggregate consumption,exo,exo,gdp,USA,0,0,0,0
374,SHKC(ROW),shock to aggregate consumption,exo,exo,gdp,ROW,0,0,0,0
375,"SHKI(USA,a01)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0
376,"SHKI(USA,a02)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0
377,"SHKI(ROW,a01)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0
378,"SHKI(ROW,a02)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0
379,SHKM(USA),shock to money demand,exo,exo,pct,USA,0,0,0,0
380,SHKM(ROW),shock to money demand,exo,exo,pct,ROW,0,0,0,0
381,"SHL(USA,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
382,"SHL(USA,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
383,"SHL(ROW,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
384,"SHL(ROW,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
385,SHLY(USA),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
386,SHLY(ROW),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
387,SHLZ(USA),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0
388,SHLZ(ROW),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0
389,"SHY(a01,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0
390,"SHY(a01,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0
391,"SHY(a02,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0
392,"SHY(a02,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0
393,SHYY(USA),shock to raw capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0
394,SHYY(ROW),shock to raw capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0
395,SHYZ(USA),shock to household capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0
396,SHYZ(ROW),shock to household capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0
397,"STM(a01,USA)",stock market value,end,z1l,gdp,USA,14.40224071,14.49810647,14.47725779,14.47392401
398,"STM(a01,ROW)",stock market value,end,z1l,gdp,ROW,14.40224071,14.49810647,14.47725779,14.47392401
399,"STM(a02,USA)",stock market value,end,z1l,gdp,USA,176.41928851,175.78161548,175.74927716,176.10467829
400,"STM(a02,ROW)",stock market value,end,z1l,gdp,ROW,176.41928851,175.78161548,175.74927716,176.10467829
401,STMT(USA),total stock market value,end,z1l,gdp,USA,190.82152922,190.27972195,190.22653495,190.57860229
402,STMT(ROW),total stock market value,end,z1l,gdp,ROW,190.82152922,190.27972195,190.22653495,190.57860229
403,"TAX(g01,USA)",sales tax on composite,exo,exo,pct,USA,2.61039967,2.68600226,2.43062311,2.43034315
404,"TAX(g01,ROW)",sales tax on composite,exo,exo,pct,ROW,2.61039967,2.68600226,2.43062311,2.43034315
405,"TAX(g02,USA)",sales tax on composite,exo,exo,pct,USA,2.61039967,2.68600226,2.43062311,2.43034315
406,"TAX(g02,ROW)",sales tax on composite,exo,exo,pct,ROW,2.61039967,2.68600226,2.43062311,2.43034315
407,TAXC(USA),revenue from sales and company taxes,end,z1l,gdp,USA,4.92534258,5.24124983,4.8053085,4.86771537
408,TAXC(ROW),revenue from sales and company taxes,end,z1l,gdp,ROW,4.92534258,5.24124983,4.8053085,4.86771537
409,TAXH(USA),revenue from taxes on wages,end,z1l,gdp,USA,6.28209903,7.15816069,5.64486549,5.65690322
410,TAXH(ROW),revenue from taxes on wages,end,z1l,gdp,ROW,6.28209903,7.15816069,5.64486549,5.65690322
411,TAXL(USA),revenue from lump-sum taxes,end,z1l,gdp,USA,0,0,0,0
412,TAXL(ROW),revenue from lump-sum taxes,end,z1l,gdp,ROW,0,0,0,0
413,TAXM(USA),tariff revenue,end,z1l,gdp,USA,0.16587719,0.1764172,0.16097859,0.16254756
414,TAXM(ROW),tariff revenue,end,z1l,gdp,ROW,0.16587719,0.1764172,0.16097859,0.16254756
415,TAXS(USA),exogenous lump sum tax,exo,exo,gdp,USA,0,0,0,0
416,TAXS(ROW),exogenous lump sum tax,exo,exo,gdp,ROW,0,0,0,0
417,TAXT(USA),total revenue,end,z1l,gdp,USA,11.3733188,12.57582772,10.61115257,10.68716615
418,TAXT(ROW),total revenue,end,z1l,gdp,ROW,11.3733188,12.57582772,10.61115257,10.68716615
419,TAXX(USA),external tax revenue,end,z1l,gdp,USA,0,0,0,0
420,TAXX(ROW),external tax revenue,end,z1l,gdp,ROW,0,0,0,0
421,TBAL(USA),"trade surplus, domestic currency",end,z1l,gdp,USA,0,0,0,0
422,TBAL(ROW),"trade surplus, domestic currency",end,z1l,gdp,ROW,0,0,0,0
423,TBAU(USA),"trade surplus, USD",end,z1l,gdp,USA,0,0,0,0
424,TBAU(ROW),"trade surplus, USD",end,z1l,gdp,ROW,0,0,0,0
425,TCOR(USA),tax rate on corporate profits,exo,exo,pct,USA,3,3,3,3
426,TCOR(ROW),tax rate on corporate profits,exo,exo,pct,ROW,3,3,3,3
427,"TEX(g01,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0
428,"TEX(g01,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0
429,"TEX(g02,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0
430,"TEX(g02,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0
431,"TIM(g01,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0
432,"TIM(g01,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,0.34136627,0.34136627,0.34136627,0.34136627
433,"TIM(g01,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,0.34136627,0.34136627,0.34136627,0.34136627
434,"TIM(g01,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0
435,"TIM(g02,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0
436,"TIM(g02,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,1.23498997,1.23498997,1.23498997,1.23498997
437,"TIM(g02,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,1.23498997,1.23498997,1.23498997,1.23498997
438,"TIM(g02,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0
439,TINC(USA),tax rate on labor income,exo,exo,pct,USA,11.85776653,13.8538191,11.03374383,11.01300187
440,TINC(ROW),tax rate on labor income,exo,exo,pct,ROW,11.85776653,13.8538191,11.03374383,11.01300187
441,"TITC(a01,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0
442,"TITC(a01,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
443,"TITC(a02,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0
444,"TITC(a02,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
445,TITCH(USA),households investment tax credit rate,exo,exo,pct,USA,0,0,0,0
446,TITCH(ROW),households investment tax credit rate,exo,exo,pct,ROW,0,0,0,0
447,"TIX(g01,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0
448,"TIX(g01,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0
449,"TIX(g02,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0
450,"TIX(g02,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0
451,"TOB(a01,USA)","marginal q, TOB.NC",end,z1l,pct,USA,127.83552552,128.15886511,128.2102076,127.99117525
452,"TOB(a01,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,127.83552552,128.15886511,128.2102076,127.99117525
453,"TOB(a02,USA)","marginal q, TOB.NC",end,z1l,pct,USA,127.83552552,128.15886511,128.2102076,127.99117525
454,"TOB(a02,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,127.83552552,128.15886511,128.2102076,127.99117525
455,TOBY(USA),"marginal Q, raw capital sector",end,z1l,pct,USA,114.84975148,115.21397485,115.16847313,114.96705575
456,TOBY(ROW),"marginal Q, raw capital sector",end,z1l,pct,ROW,114.84975148,115.21397485,115.16847313,114.96705575
457,TOBZ(USA),"marginal Q, household capital",end,z1l,pct,USA,114.84975148,115.21397485,115.16847313,114.96705575
458,TOBZ(ROW),"marginal Q, household capital",end,z1l,pct,ROW,114.84975148,115.21397485,115.16847313,114.96705575
459,"TPA(a01,USA)",partial adjustment q,sta,x1l,pct,USA,127.83552552,128.15886511,128.2102076,127.99117525
460,"TPA(a01,ROW)",partial adjustment q,sta,x1l,pct,ROW,127.83552552,128.15886511,128.2102076,127.99117525
461,"TPA(a02,USA)",partial adjustment q,sta,x1l,pct,USA,127.83552552,128.15886511,128.2102076,127.99117525
462,"TPA(a02,ROW)",partial adjustment q,sta,x1l,pct,ROW,127.83552552,128.15886511,128.2102076,127.99117525
463,TPAY(USA),"partial adjustment Q, raw capital sector",sta,x1l,pct,USA,114.84975148,115.21397485,115.16847313,114.96705575
464,TPAY(ROW),"partial adjustment Q, raw capital sector",sta,x1l,pct,ROW,114.84975148,115.21397485,115.16847313,114.96705575
465,TPAZ(USA),"partial adjustment Q, household capital",sta,x1l,pct,USA,114.84975148,115.21397485,115.16847313,114.96705575
466,TPAZ(ROW),"partial adjustment Q, household capital",sta,x1l,pct,ROW,114.84975148,115.21397485,115.16847313,114.96705575
467,TRAN(USA),total transfers,end,z1l,gdp,USA,9.50855916,9.49852838,9.52752112,9.51935406
468,TRAN(ROW),total transfers,end,z1l,gdp,ROW,9.50855916,9.49852838,9.52752112,9.51935406
469,TRANX(USA),exogenous transfers,exo,exo,gdp,USA,0,0,0,0
470,TRANX(ROW),exogenous transfers,exo,exo,gdp,ROW,0,0,0,0
471,"TXM(g01,USA)",tariff revenue by good,end,z1l,gdp,USA,0.00290502,0.00308961,0.00281923,0.00284671
472,"TXM(g01,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.00290502,0.00308961,0.00281923,0.00284671
473,"TXM(g02,USA)",tariff revenue by good,end,z1l,gdp,USA,0.16297217,0.17332758,0.15815935,0.15970085
474,"TXM(g02,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.16297217,0.17332758,0.15815935,0.15970085
475,"WAG(a01,USA)",sector wage,end,z1l,idx,USA,100,100,100,100
476,"WAG(a01,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100
477,"WAG(a02,USA)",sector wage,end,z1l,idx,USA,100,100,100,100
478,"WAG(a02,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100
479,WAGE(USA),wage rate,sta,x1l,idx,USA,88.34145355,94.6152627,100,105.76837204
480,WAGE(ROW),wage rate,sta,x1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
481,WAGG(USA),government wage,end,z1l,idx,USA,88.34145355,94.6152627,100,105.76837204
482,WAGG(ROW),government wage,end,z1l,idx,ROW,88.34145355,94.6152627,100,105.76837204
483,WELH(USA),human wealth,cos,j1l,gdp,USA,898.01293087,855.9819683,875.29142194,879.01492336
484,WELH(ROW),human wealth,cos,j1l,gdp,ROW,898.01293087,855.9819683,875.29142194,879.01492336
485,WELT(USA),total wealth,end,z1l,gdp,USA,1250.6959454,1223.64665138,1234.47375602,1227.01664928
486,WELT(ROW),total wealth,end,z1l,gdp,ROW,1250.6959454,1223.64665138,1234.47375602,1227.01664928
487,WERR(USA),wage inflation expectation errors,exo,exo,pct,USA,0,0,0,0
488,WERR(ROW),wage inflation expectation errors,exo,exo,pct,ROW,0,0,0,0
489,YRATN(USA),"GDP ratio, nominal",exo,exo,pct,USA,100,100,100,100
490,YRATN(ROW),"GDP ratio, nominal",exo,exo,pct,ROW,100,100,100,100
