gcubed_region_code,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
USA,0.24539632457535845,0.2615172392971122,0.2757247282572398,0.28809106328615924,0.298688516214289,0.3075893588720473,0.31486586308985254,0.3205903006981229,0.32483494352727676,0.32767206340773236,0.32917393216990803,0.3294128216442221,0.3284610036610928,0.3263907500509385,0.32327433264417743,0.31918402327122797,0.31419209376250834,0.30837081594843696,0.3017924616594319,0.2945293027259117,0.28665361097829456,0.27823765824699875,0.2693537163624426,0.2600740571550445,0.25047095245522255,0.24061667409339518,0.2305834938999807,0.22044368370539744,0.21026951534006352,0.20013326063439738,0.19010719141881735,0.18026130513034266,0.17064580355974196,0.1613006958458848,0.15226590689084793,0.14358136159670826,0.1352869848655427,0.12742270159942806,0.12002843670044129,0.11314411507065923,0.10680966161215873,0.10106500122701671,0.09595005881731,0.09150475928511552,0.08776902753251008,0.08478278846157064,0.08258596697437401,0.08121302695738912,0.0806242935491915,0.08072666131164849,0.08142584522725613,0.08262756027851048,0.08423752144790758,0.0861614437179435,0.08830504207111427,0.09057403148991594,0.09287412695684456,0.09511104345439618,0.09719049596506688,0.09901819947135264,0.10049986895574957,0.10154121940075368,0.10204796578886105,0.101929029120052,0.10116706879644516,0.09981848262229756,0.0979428744193505,0.0955998480093452,0.09284900721402299,0.08974995585512512,0.08636229775439287,0.08274563673356752,0.07895957661439038,0.07506372121860266,0.07111767436794571,0.06718103988416077,0.06331342158898912,0.059574423304172036,0.056023648851450815,0.052719993139828794,0.04969023995688503,0.046916616611819825,0.044378068410417304,0.042053540658461556,0.03992197866173669,0.03796232772602681,0.03615353315711603,0.034474540260788444,0.03290429434282815,0.03142174070901926,0.03000582466514588,0.028635491516992115,0.02728968657034207,0.025947355130979843,0.024587442504689538,0.023188972236671268,0.02174043484145992,0.020248707096348097,0.018722778242860148,0.017171637522520416,0.015604274176853228,0.014029677447382932,0.012456836575633868,0.010894740803130371,0.009352379371396788,0.00783874152195745,0.006362816496336701,0.004933593536058878,0.0035600618826483227,0.0022512107776293732,0.0010160294625263695,-0.0001364928211363488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROW,0.24539632457535845,0.2615172392971122,0.2757247282572398,0.28809106328615924,0.298688516214289,0.3075893588720473,0.31486586308985254,0.3205903006981229,0.32483494352727676,0.32767206340773236,0.32917393216990803,0.3294128216442221,0.3284610036610928,0.3263907500509385,0.32327433264417743,0.31918402327122797,0.31419209376250834,0.30837081594843696,0.3017924616594319,0.2945293027259117,0.28665361097829456,0.27823765824699875,0.2693537163624426,0.2600740571550445,0.25047095245522255,0.24061667409339518,0.2305834938999807,0.22044368370539744,0.21026951534006352,0.20013326063439738,0.19010719141881735,0.18026130513034266,0.17064580355974196,0.1613006958458848,0.15226590689084793,0.14358136159670826,0.1352869848655427,0.12742270159942806,0.12002843670044129,0.11314411507065923,0.10680966161215873,0.10106500122701671,0.09595005881731,0.09150475928511552,0.08776902753251008,0.08478278846157064,0.08258596697437401,0.08121302695738912,0.0806242935491915,0.08072666131164849,0.08142584522725613,0.08262756027851048,0.08423752144790758,0.0861614437179435,0.08830504207111427,0.09057403148991594,0.09287412695684456,0.09511104345439618,0.09719049596506688,0.09901819947135264,0.10049986895574957,0.10154121940075368,0.10204796578886105,0.101929029120052,0.10116706879644516,0.09981848262229756,0.0979428744193505,0.0955998480093452,0.09284900721402299,0.08974995585512512,0.08636229775439287,0.08274563673356752,0.07895957661439038,0.07506372121860266,0.07111767436794571,0.06718103988416077,0.06331342158898912,0.059574423304172036,0.056023648851450815,0.052719993139828794,0.04969023995688503,0.046916616611819825,0.044378068410417304,0.042053540658461556,0.03992197866173669,0.03796232772602681,0.03615353315711603,0.034474540260788444,0.03290429434282815,0.03142174070901926,0.03000582466514588,0.028635491516992115,0.02728968657034207,0.025947355130979843,0.024587442504689538,0.023188972236671268,0.02174043484145992,0.020248707096348097,0.018722778242860148,0.017171637522520416,0.015604274176853228,0.014029677447382932,0.012456836575633868,0.010894740803130371,0.009352379371396788,0.00783874152195745,0.006362816496336701,0.004933593536058878,0.0035600618826483227,0.0022512107776293732,0.0010160294625263695,-0.0001364928211363488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
