gcubed_region_code,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
USA,0.2790333636314318,0.2581183694672299,0.23968585890124927,0.22358198291506068,0.2096528924902348,0.1977447386083423,0.18770367225095397,0.1793758443996405,0.17260740603597266,0.16724450814152103,0.1631333016978565,0.1601199376865497,0.15805056708917128,0.15677134088729217,0.1561284100624829,0.15596792559631428,0.15613603847035698,0.15647889966618175,0.15684266016535936,0.15707347094946042,0.1570174830000557,0.15652084729871596,0.15542971482701184,0.1535902365665141,0.15084856349879353,0.14705084660542073,0.1420432368679665,0.1356718852680015,0.1277829427870965,0.11825042394019712,0.10719085918088236,0.09484564887155955,0.08145722535735356,0.06726802098338931,0.05252046809479169,0.03745699903668558,0.022320046154195868,0.007352041792447465,-0.007204581703434763,-0.021107391988325903,-0.034113956717101074,-0.045981843544635345,-0.05646862012580389,-0.06533185411548179,-0.07232911316854412,-0.07721812346665527,-0.07987154311367034,-0.08047955937226955,-0.07928673419383862,-0.0765376295297632,-0.07247680733142894,-0.06734882955022153,-0.06139825813752664,-0.054869655044729945,-0.04800758222321711,-0.041056601624373794,-0.034261275199585675,-0.027866164900238452,-0.022115832677717773,-0.017254840483409292,-0.013527750268698735,-0.0111791239849717,-0.01044458437048041,-0.01135415226140562,-0.013732246591856876,-0.017394347082810162,-0.022155933455241465,-0.02783248543012678,-0.03423948272844208,-0.04119240507116336,-0.04850673217926661,-0.0559979437737278,-0.06348151957552294,-0.07077293930562797,-0.07768768268501894,-0.08404122943467181,-0.08964905927556252,-0.09432665192866714,-0.09788948711496157,-0.10018513125251385,-0.10124852584474232,-0.10118243413090115,-0.10008971289746639,-0.09807321893091406,-0.09523580901772015,-0.0916803399443607,-0.08750966849731176,-0.08282665146304932,-0.0777341456280494,-0.07233500777878803,-0.06673209470174121,-0.06102826318338502,-0.055326370010195434,-0.04972927196864847,-0.04433982584522016,-0.039260582791048666,-0.03455711208139052,-0.030223158687104023,-0.02624421542492514,-0.02260577511158985,-0.019293330563834112,-0.0162923745983939,-0.013588400032005173,-0.011166899681403905,-0.009013366363326059,-0.007113292894507605,-0.005452172091684509,-0.004015496771592742,-0.0027887597509682572,-0.0017574538465470512,-0.0009070718750650523,-0.00022310665325827282,0.00030894900213735755,0.000703602274385857,0.0009753603467512595,0.0011387304024975979,0.0012082196248889038,0.0011983351971892112,0.0011235843026625514,0.0009984741245729588,0.0008375118461844643,0.0006552046507611016,0.00046605972156690476,0.0002845842418659045,0.00012528539492213248,2.670363999622734e-06,-6.87536676375897e-05,-7.44795167254772e-05,0.0
ROW,0.2790333636314318,0.2581183694672299,0.23968585890124927,0.22358198291506068,0.2096528924902348,0.1977447386083423,0.18770367225095397,0.1793758443996405,0.17260740603597266,0.16724450814152103,0.1631333016978565,0.1601199376865497,0.15805056708917128,0.15677134088729217,0.1561284100624829,0.15596792559631428,0.15613603847035698,0.15647889966618175,0.15684266016535936,0.15707347094946042,0.1570174830000557,0.15652084729871596,0.15542971482701184,0.1535902365665141,0.15084856349879353,0.14705084660542073,0.1420432368679665,0.1356718852680015,0.1277829427870965,0.11825042394019712,0.10719085918088236,0.09484564887155955,0.08145722535735356,0.06726802098338931,0.05252046809479169,0.03745699903668558,0.022320046154195868,0.007352041792447465,-0.007204581703434763,-0.021107391988325903,-0.034113956717101074,-0.045981843544635345,-0.05646862012580389,-0.06533185411548179,-0.07232911316854412,-0.07721812346665527,-0.07987154311367034,-0.08047955937226955,-0.07928673419383862,-0.0765376295297632,-0.07247680733142894,-0.06734882955022153,-0.06139825813752664,-0.054869655044729945,-0.04800758222321711,-0.041056601624373794,-0.034261275199585675,-0.027866164900238452,-0.022115832677717773,-0.017254840483409292,-0.013527750268698735,-0.0111791239849717,-0.01044458437048041,-0.01135415226140562,-0.013732246591856876,-0.017394347082810162,-0.022155933455241465,-0.02783248543012678,-0.03423948272844208,-0.04119240507116336,-0.04850673217926661,-0.0559979437737278,-0.06348151957552294,-0.07077293930562797,-0.07768768268501894,-0.08404122943467181,-0.08964905927556252,-0.09432665192866714,-0.09788948711496157,-0.10018513125251385,-0.10124852584474232,-0.10118243413090115,-0.10008971289746639,-0.09807321893091406,-0.09523580901772015,-0.0916803399443607,-0.08750966849731176,-0.08282665146304932,-0.0777341456280494,-0.07233500777878803,-0.06673209470174121,-0.06102826318338502,-0.055326370010195434,-0.04972927196864847,-0.04433982584522016,-0.039260582791048666,-0.03455711208139052,-0.030223158687104023,-0.02624421542492514,-0.02260577511158985,-0.019293330563834112,-0.0162923745983939,-0.013588400032005173,-0.011166899681403905,-0.009013366363326059,-0.007113292894507605,-0.005452172091684509,-0.004015496771592742,-0.0027887597509682572,-0.0017574538465470512,-0.0009070718750650523,-0.00022310665325827282,0.00030894900213735755,0.000703602274385857,0.0009753603467512595,0.0011387304024975979,0.0012082196248889038,0.0011983351971892112,0.0011235843026625514,0.0009984741245729588,0.0008375118461844643,0.0006552046507611016,0.00046605972156690476,0.0002845842418659045,0.00012528539492213248,2.670363999622734e-06,-6.87536676375897e-05,-7.44795167254772e-05,0.0
