443,"TIX(g01,USA,USA)","iceberg costs","pct","USA",
444,"TIX(g01,USA,ROW)","iceberg costs","pct","USA",
445,"TIX(g01,ROW,USA)","iceberg costs","pct","ROW",
446,"TIX(g01,ROW,ROW)","iceberg costs","pct","ROW",
447,"TIX(g02,USA,USA)","iceberg costs","pct","USA",
448,"TIX(g02,USA,ROW)","iceberg costs","pct","USA",
449,"TIX(g02,ROW,USA)","iceberg costs","pct","ROW",
450,"TIX(g02,ROW,ROW)","iceberg costs","pct","ROW",
451,"TOB(a01,USA)","marginal q, TOB.NC","pct","USA",
452,"TOB(a01,ROW)","marginal q, TOB.NC","pct","ROW",
453,"TOB(a02,USA)","marginal q, TOB.NC","pct","USA",
454,"TOB(a02,ROW)","marginal q, TOB.NC","pct","ROW",
455,"TOBY(USA)","marginal Q, raw capital sector","pct","USA",
456,"TOBY(ROW)","marginal Q, raw capital sector","pct","ROW",
457,"TOBZ(USA)","marginal Q, household capital","pct","USA",
458,"TOBZ(ROW)","marginal Q, household capital","pct","ROW",
459,"TPA(a01,USA)","partial adjustment q","pct","USA",
460,"TPA(a01,ROW)","partial adjustment q","pct","ROW",
461,"TPA(a02,USA)","partial adjustment q","pct","USA",
462,"TPA(a02,ROW)","partial adjustment q","pct","ROW",
463,"TPAY(USA)","partial adjustment Q, raw capital sector","pct","USA",
464,"TPAY(ROW)","partial adjustment Q, raw capital sector","pct","ROW",
465,"TPAZ(USA)","partial adjustment Q, household capital","pct","USA",
466,"TPAZ(ROW)","partial adjustment Q, household capital","pct","ROW",
467,"TRAN(USA)","total transfers","gdp","USA",
468,"TRAN(ROW)","total transfers","gdp","ROW",
469,"TRANX(USA)","exogenous transfers","gdp","USA",
470,"TRANX(ROW)","exogenous transfers","gdp","ROW",
471,"TXM(g01,USA)","tariff revenue by good","gdp","USA",
472,"TXM(g01,ROW)","tariff revenue by good","gdp","ROW",
473,"TXM(g02,USA)","tariff revenue by good","gdp","USA",
474,"TXM(g02,ROW)","tariff revenue by good","gdp","ROW",
475,"WAG(a01,USA)","nominal sector wage","idx","USA",
476,"WAG(a01,ROW)","nominal sector wage","idx","ROW",
477,"WAG(a02,USA)","nominal sector wage","idx","USA",
478,"WAG(a02,ROW)","nominal sector wage","idx","ROW",
479,"WAGE(USA)","nominal wage","idx","USA",
480,"WAGE(ROW)","nominal wage","idx","ROW",
481,"WAGG(USA)","government wage","idx","USA",
482,"WAGG(ROW)","government wage","idx","ROW",
483,"WAGR(a01,USA)","real sector wage","idx","USA",
484,"WAGR(a01,ROW)","real sector wage","idx","ROW",
485,"WAGR(a02,USA)","real sector wage","idx","USA",
486,"WAGR(a02,ROW)","real sector wage","idx","ROW",
487,"WELH(USA)","human wealth","gdp","USA",
488,"WELH(ROW)","human wealth","gdp","ROW",
489,"WELT(USA)","total wealth","gdp","USA",
490,"WELT(ROW)","total wealth","gdp","ROW",
491,"WERR(USA)","wage inflation expectation errors","pct","USA",
492,"WERR(ROW)","wage inflation expectation errors","pct","ROW",
493,"YRATN(USA)","GDP ratio, nominal","pct","USA",
494,"YRATN(ROW)","GDP ratio, nominal","pct","ROW",
