order,name,description,vector,type,units,region,2017,2018,2019,2020,2021,2022,2023,2024
189,"LAM(a01,USA)",marginal value of a unit of capital,cos,j1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
190,"LAM(a01,ROW)",marginal value of a unit of capital,cos,j1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
191,"LAM(a02,USA)",marginal value of a unit of capital,cos,j1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
192,"LAM(a02,ROW)",marginal value of a unit of capital,cos,j1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
193,LAMY(USA),"marginal value of capital, raw capital sector",cos,j1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
194,LAMY(ROW),"marginal value of capital, raw capital sector",cos,j1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
195,LAMZ(USA),marginal value of a unit of household capital,cos,j1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
196,LAMZ(ROW),marginal value of a unit of household capital,cos,j1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
197,LGDPN(USA),"GDP, nominal",exo,exo,nomusdbillion,USA,19612.1025,20656.5155,21539.9815,21375.2815,23725.6455,26054.61425,27811.517,29298.01275
198,LGDPN(ROW),"GDP, nominal",exo,exo,nomusdbillion,ROW,19612.1025,20656.5155,21539.9815,21375.2815,23725.6455,26054.61425,27811.517,29298.01275
199,LGDPR(USA),"GDP, real",exo,exo,realusdbillion,USA,24003.21567457,24715.27073629,25353.87171559,24826.16172085,26353.47277089,27018.69108683,27811.517,28588.3447287
200,LGDPR(ROW),"GDP, real",exo,exo,realusdbillion,ROW,24003.21567457,24715.27073629,25353.87171559,24826.16172085,26353.47277089,27018.69108683,27811.517,28588.3447287
201,MONE(USA),money demand,end,z1l,gdp,USA,60,60,60,60,60,60,60,60
202,MONE(ROW),money demand,end,z1l,gdp,ROW,60,60,60,60,60,60,60,60
203,NB02(USA),"interest rate, 2-year, nominal",end,z1l,pct,USA,1.27025,2.2605,2.20116667,0.67498517,0.247,2.29991667,5.0555,4.96658333
204,NB02(ROW),"interest rate, 2-year, nominal",end,z1l,pct,ROW,1.27025,2.2605,2.20116667,0.67498517,0.247,2.29991667,5.0555,4.96658333
205,NB05(USA),"interest rate, 5-year, nominal",end,z1l,pct,USA,1.74125,2.54916667,2.17583333,0.77239917,0.77833333,2.58958333,4.5675,4.62958333
206,NB05(ROW),"interest rate, 5-year, nominal",end,z1l,pct,ROW,1.74125,2.54916667,2.17583333,0.77239917,0.77833333,2.58958333,4.5675,4.62958333
207,NB10(USA),"interest rate, 10-year, nominal",end,z1l,pct,USA,2.33,2.91,2.14416667,0.89416667,1.4425,2.95166667,3.9575,4.20833333
208,NB10(ROW),"interest rate, 10-year, nominal",end,z1l,pct,ROW,2.33,2.91,2.14416667,0.89416667,1.4425,2.95166667,3.9575,4.20833333
209,NEER(USA),"trade-weighted exchange rate, FC/domestic",end,z1l,idx,USA,91.37372127,89.57554383,96.9051865,97.82681513,91.56988636,100.52476793,100,101.11362079
210,NEER(ROW),"trade-weighted exchange rate, FC/domestic",end,z1l,idx,ROW,91.37372127,89.57554383,96.9051865,97.82681513,91.56988636,100.52476793,100,101.11362079
211,"OI(a01,g02,USA)",sector demand for material goods,end,z1l,gdp,USA,1.86983637,1.86708202,1.86136446,1.82077676,1.82198934,1.83667401,1.84698832,1.83931768
212,"OI(a01,g02,ROW)",sector demand for material goods,end,z1l,gdp,ROW,1.86983637,1.86708202,1.86136446,1.82077676,1.82198934,1.83667401,1.84698832,1.83931768
213,"OI(a02,g02,USA)",sector demand for material goods,end,z1l,gdp,USA,61.28478861,61.25044448,61.35849156,61.40531197,60.95305027,60.81740104,61.23574425,61.11882025
214,"OI(a02,g02,ROW)",sector demand for material goods,end,z1l,gdp,ROW,61.28478861,61.25044448,61.35849156,61.40531197,60.95305027,60.81740104,61.23574425,61.11882025
215,"OIN(a01,USA)",sector demand for materials,end,z1l,gdp,USA,1.86983637,1.86708202,1.86136446,1.82077676,1.82198934,1.83667401,1.84698832,1.83931768
216,"OIN(a01,ROW)",sector demand for materials,end,z1l,gdp,ROW,1.86983637,1.86708202,1.86136446,1.82077676,1.82198934,1.83667401,1.84698832,1.83931768
217,"OIN(a02,USA)",sector demand for materials,end,z1l,gdp,USA,61.28478861,61.25044448,61.35849156,61.40531197,60.95305027,60.81740104,61.23574425,61.11882025
218,"OIN(a02,ROW)",sector demand for materials,end,z1l,gdp,ROW,61.28478861,61.25044448,61.35849156,61.40531197,60.95305027,60.81740104,61.23574425,61.11882025
219,"OUG(g01,USA)",domestic supply of goods,end,z1l,gdp,USA,7.97146754,7.96261607,7.93690403,7.84335699,7.8630452,7.87966222,7.91058896,7.89220668
220,"OUG(g01,ROW)",domestic supply of goods,end,z1l,gdp,ROW,7.97146754,7.96261607,7.93690403,7.84335699,7.8630452,7.87966222,7.91058896,7.89220668
221,"OUG(g02,USA)",domestic supply of goods,end,z1l,gdp,USA,150.94726978,150.92438778,151.09101825,151.26647544,150.61294077,150.42914416,150.88142973,150.76369426
222,"OUG(g02,ROW)",domestic supply of goods,end,z1l,gdp,ROW,150.94726978,150.92438778,151.09101825,151.26647544,150.61294077,150.42914416,150.88142973,150.76369426
223,"OUP(a01,USA)",domestic production,end,z1l,gdp,USA,7.97146754,7.96261607,7.93690403,7.84335699,7.8630452,7.87966222,7.91058896,7.89220668
224,"OUP(a01,ROW)",domestic production,end,z1l,gdp,ROW,7.97146754,7.96261607,7.93690403,7.84335699,7.8630452,7.87966222,7.91058896,7.89220668
225,"OUP(a02,USA)",domestic production,end,z1l,gdp,USA,150.94726978,150.92438778,151.09101825,151.26647544,150.61294077,150.42914416,150.88142973,150.76369426
226,"OUP(a02,ROW)",domestic production,end,z1l,gdp,ROW,150.94726978,150.92438778,151.09101825,151.26647544,150.61294077,150.42914416,150.88142973,150.76369426
227,OUTL(USA),aggregate output (lagged),sta,x1l,gdp,USA,158.91873732,158.91873732,158.88700386,159.02792228,159.10983244,158.47598598,158.30880637,158.79201869
228,OUTL(ROW),aggregate output (lagged),sta,x1l,gdp,ROW,158.91873732,158.91873732,158.88700386,159.02792228,159.10983244,158.47598598,158.30880637,158.79201869
229,OUTP(USA),aggregate output,ets,zel,gdp,USA,158.91873732,158.88700386,159.02792228,159.10983244,158.47598598,158.30880637,158.79201869,158.65590094
230,OUTP(ROW),aggregate output,ets,zel,gdp,ROW,158.91873732,158.88700386,159.02792228,159.10983244,158.47598598,158.30880637,158.79201869,158.65590094
231,OUTX(USA),shock to output target,exo,exo,pct,USA,0,0,0,0,0,0,0,0
232,OUTX(ROW),shock to output target,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
233,"OUY(g01,USA)",composite supply,end,z1l,gdp,USA,8.85990494,8.86393277,8.79865963,8.61388162,8.71404435,8.7847347,8.73645679,8.72612383
234,"OUY(g01,ROW)",composite supply,end,z1l,gdp,ROW,8.85990494,8.86393277,8.79865963,8.61388162,8.71404435,8.7847347,8.73645679,8.72612383
235,"OUY(g02,USA)",composite supply,end,z1l,gdp,USA,164.72404985,164.90088397,164.45405014,163.21481122,163.80917508,164.46388033,163.68795891,163.69504221
236,"OUY(g02,ROW)",composite supply,end,z1l,gdp,ROW,164.72404985,164.90088397,164.45405014,163.21481122,163.80917508,164.46388033,163.68795891,163.69504221
237,PERR(USA),price inflation expectation errors,exo,exo,pct,USA,0,0,0,0,0,0,0,0
238,PERR(ROW),price inflation expectation errors,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
239,PGDP(USA),GDP implicit price deflator,end,z1l,idx,USA,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
240,PGDP(ROW),GDP implicit price deflator,end,z1l,idx,ROW,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
241,"PIM(g01,USA,USA)",landed price of imports,end,z1l,idx,USA,100,100,100,100,100,100,100,100
242,"PIM(g01,USA,ROW)",landed price of imports,end,z1l,idx,USA,100,100,100,100,100,100,100,100
243,"PIM(g01,ROW,USA)",landed price of imports,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
244,"PIM(g01,ROW,ROW)",landed price of imports,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
245,"PIM(g02,USA,USA)",landed price of imports,end,z1l,idx,USA,100,100,100,100,100,100,100,100
246,"PIM(g02,USA,ROW)",landed price of imports,end,z1l,idx,USA,100,100,100,100,100,100,100,100
247,"PIM(g02,ROW,USA)",landed price of imports,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
248,"PIM(g02,ROW,ROW)",landed price of imports,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
249,"PMQ(g01,USA)",import landed price index,end,z1l,idx,USA,100,100,100,100,100,100,100,100
250,"PMQ(g01,ROW)",import landed price index,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
251,"PMQ(g02,USA)",import landed price index,end,z1l,idx,USA,100,100,100,100,100,100,100,100
252,"PMQ(g02,ROW)",import landed price index,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
253,"PMR(g01,USA)",price of imports incl tariffs,end,z1l,idx,USA,100,100,100,100,100,100,100,100
254,"PMR(g01,ROW)",price of imports incl tariffs,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
255,"PMR(g02,USA)",price of imports incl tariffs,end,z1l,idx,USA,100,100,100,100,100,100,100,100
256,"PMR(g02,ROW)",price of imports incl tariffs,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
257,"POI(a01,USA)",sector price of materials,end,z1l,idx,USA,100,100,100,100,100,100,100,100
258,"POI(a01,ROW)",sector price of materials,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
259,"POI(a02,USA)",sector price of materials,end,z1l,idx,USA,100,100,100,100,100,100,100,100
260,"POI(a02,ROW)",sector price of materials,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
261,PRCE(USA),household price of energy,end,z1l,idx,USA,100,100,100,100,100,100,100,100
262,PRCE(ROW),household price of energy,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
263,PRCL(USA),aggregate price of consumer goods lagged,sta,x1l,idx,USA,82.98013874,82.98013874,84.67874021,85.8917349,86.85238275,90.42551255,96.34029431,100
264,PRCL(ROW),aggregate price of consumer goods lagged,sta,x1l,idx,ROW,82.98013874,82.98013874,84.67874021,85.8917349,86.85238275,90.42551255,96.34029431,100
265,PRCO(USA),household price of material,end,z1l,idx,USA,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
266,PRCO(ROW),household price of material,end,z1l,idx,ROW,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
267,PRCOL(USA),household price of material - lagged,sta,x1l,idx,USA,81.70614623,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100
268,PRCOL(ROW),household price of material - lagged,sta,x1l,idx,ROW,81.70614623,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100
269,PRCT(USA),aggregate price of consumer goods,ets,zel,idx,USA,82.98013874,84.67874021,85.8917349,86.85238275,90.42551255,96.34029431,100,102.61824494
270,PRCT(ROW),aggregate price of consumer goods,ets,zel,idx,ROW,82.98013874,84.67874021,85.8917349,86.85238275,90.42551255,96.34029431,100,102.61824494
271,"PRD(g01,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100,100,100,100,100
272,"PRD(g01,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
273,"PRD(g02,USA)",post-tax price of goods,end,z1l,idx,USA,100,100,100,100,100,100,100,100
274,"PRD(g02,ROW)",post-tax price of goods,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
275,PRDL(USA),weighted price of domestic output lag,sta,x1l,idx,USA,81.70614623,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100
276,PRDL(ROW),weighted price of domestic output lag,sta,x1l,idx,ROW,81.70614623,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100
277,PRDX(USA),shock to weighted price of domestic output,exo,exo,pct,USA,0,0,0,0,0,0,0,0
278,PRDX(ROW),shock to weighted price of domestic output,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
279,"PRE(a01,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100,100,100,100,100
280,"PRE(a01,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
281,"PRE(a02,USA)",sector price of energy,end,z1l,idx,USA,100,100,100,100,100,100,100,100
282,"PRE(a02,ROW)",sector price of energy,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
283,"PRF(a01,USA)",short run profits,end,z1l,gdp,USA,0.62902042,0.6309847,0.62772426,0.69355644,0.70848311,0.66743659,0.65786121,0.6695999
284,"PRF(a01,ROW)",short run profits,end,z1l,gdp,ROW,0.62902042,0.6309847,0.62772426,0.69355644,0.70848311,0.66743659,0.65786121,0.6695999
285,"PRF(a02,USA)",short run profits,end,z1l,gdp,USA,9.25543019,9.31195261,9.22877575,9.29598306,9.68808785,9.81791536,9.30298181,9.45557733
286,"PRF(a02,ROW)",short run profits,end,z1l,gdp,ROW,9.25543019,9.31195261,9.22877575,9.29598306,9.68808785,9.81791536,9.30298181,9.45557733
287,PRFT(USA),total economywide profits,end,z1l,gdp,USA,9.88445061,9.94293731,9.85650001,9.98953951,10.39657096,10.48535195,9.96084302,10.12517722
288,PRFT(ROW),total economywide profits,end,z1l,gdp,ROW,9.88445061,9.94293731,9.85650001,9.98953951,10.39657096,10.48535195,9.96084302,10.12517722
289,PRFY(USA),profits on raw capital sector,end,z1l,gdp,USA,0,0,0,0,0,0,0,0
290,PRFY(ROW),profits on raw capital sector,end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
291,PRFZ(USA),imputed short run profits on household capital,end,z1l,gdp,USA,0,0,0,0,0,0,0,0
292,PRFZ(ROW),imputed short run profits on household capital,end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
293,PRGT(USA),aggregate price of government goods,end,z1l,idx,USA,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
294,PRGT(ROW),aggregate price of government goods,end,z1l,idx,ROW,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
295,PRID(USA),weighted price of domestic output,ets,zel,idx,USA,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
296,PRID(ROW),weighted price of domestic output,ets,zel,idx,ROW,81.70614623,83.57794548,84.95736565,86.09982381,90.02853516,96.43181517,100,102.48236835
297,PRIE(USA),raw capital sector price of energy,end,z1l,idx,USA,100,100,100,100,100,100,100,100
298,PRIE(ROW),raw capital sector price of energy,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
299,PRII(USA),price paid by producers for raw capital,end,z1l,idx,USA,82.92976256,84.38247855,85.62952619,86.65072052,89.88742897,97.02583847,100,101.6825198
300,PRII(ROW),price paid by producers for raw capital,end,z1l,idx,ROW,82.92976256,84.38247855,85.62952619,86.65072052,89.88742897,97.02583847,100,101.6825198
301,PRIM(USA),weighted price of imports,end,z1l,idx,USA,89.80116495,92.1920699,90.69812681,88.80515939,95.2164773,102.07500171,100,100.76645476
302,PRIM(ROW),weighted price of imports,end,z1l,idx,ROW,89.80116495,92.1920699,90.69812681,88.80515939,95.2164773,102.07500171,100,100.76645476
303,PRIX(USA),weighted price of exports,end,z1l,idx,USA,82.67953566,85.4283091,85.01830104,82.91044848,92.45236304,101.55519143,100,100.94373843
304,PRIX(ROW),weighted price of exports,end,z1l,idx,ROW,82.67953566,85.4283091,85.01830104,82.91044848,92.45236304,101.55519143,100,100.94373843
305,"PRK(a01,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
306,"PRK(a01,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
307,"PRK(a02,USA)",implicit rental price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
308,"PRK(a02,ROW)",implicit rental price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
309,PRKY(USA),"implicit rental price, raw capital sector",end,z1l,idx,USA,100,100,100,100,100,100,100,100
310,PRKY(ROW),"implicit rental price, raw capital sector",end,z1l,idx,ROW,100,100,100,100,100,100,100,100
311,PRKZ(USA),"implicit rental price, household capital",end,z1l,idx,USA,100,100,100,100,100,100,100,100
312,PRKZ(ROW),"implicit rental price, household capital",end,z1l,idx,ROW,100,100,100,100,100,100,100,100
313,PROI(USA),raw capital sector price of material,end,z1l,idx,USA,100,100,100,100,100,100,100,100
314,PROI(ROW),raw capital sector price of material,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
315,"PRP(a01,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
316,"PRP(a01,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
317,"PRP(a02,USA)",pre-tax producer price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
318,"PRP(a02,ROW)",pre-tax producer price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
319,"PRS(g01,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100,100,100,100,100
320,"PRS(g01,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
321,"PRS(g02,USA)",producer price of composite,end,z1l,idx,USA,100,100,100,100,100,100,100,100
322,"PRS(g02,ROW)",producer price of composite,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
323,"PRT(a01,g01,USA)",sector-specific input price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
324,"PRT(a01,g01,ROW)",sector-specific input price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
325,"PRT(a02,g01,USA)",sector-specific input price,end,z1l,idx,USA,100,100,100,100,100,100,100,100
326,"PRT(a02,g01,ROW)",sector-specific input price,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
327,"PRX(g01,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100,100,100,100,100
328,"PRX(g01,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
329,"PRX(g02,USA)",price of exports at source,end,z1l,idx,USA,100,100,100,100,100,100,100,100
330,"PRX(g02,ROW)",price of exports at source,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
331,PRXX(USA),shock to expected price of consumer goods,exo,exo,pct,USA,0,0,0,0,0,0,0,0
332,PRXX(ROW),shock to expected price of consumer goods,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
333,"PRY(g01,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100,100,100,100,100
334,"PRY(g01,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
335,"PRY(g02,USA)",purchase price of composite,end,z1l,idx,USA,100,100,100,100,100,100,100,100
336,"PRY(g02,ROW)",purchase price of composite,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
337,PTAR(USA),price level target,exo,exo,idx,USA,100,100,100,100,100,100,100,100
338,PTAR(ROW),price level target,exo,exo,idx,ROW,100,100,100,100,100,100,100,100
339,RB10(USA),"interest rate, 10-year, real",end,z1l,pct,USA,0.06495532,1.27301251,0.80838517,-3.56776457,-5.42845026,-0.68173393,1.50544183,1.75627516
340,RB10(ROW),"interest rate, 10-year, real",end,z1l,pct,ROW,0.06495532,1.27301251,0.80838517,-3.56776457,-5.42845026,-0.68173393,1.50544183,1.75627516
341,REER(USA),"trade-weighted real exch rate, FC/domestic",end,z1l,idx,USA,94.3243574,91.12332835,97.95114264,98.08441982,91.18111231,100.66698623,100,100.09113995
342,REER(ROW),"trade-weighted real exch rate, FC/domestic",end,z1l,idx,ROW,94.3243574,91.12332835,97.95114264,98.08441982,91.18111231,100.66698623,100,100.09113995
343,REXC(USA),real exchange rate as US$ per unit of region currency,cos,j1l,idx,USA,100,100,100,100,100,100,100,100
344,REXC(ROW),real exchange rate as US$ per unit of region currency,cos,j1l,idx,ROW,100,100,100,100,100,100,100,100
345,REXN(USA),real exchange rate with capital controls,end,z1l,idx,USA,100,100,100,100,100,100,100,100
346,REXN(ROW),real exchange rate with capital controls,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
347,"RISE(a01,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0,0,0,0,0
348,"RISE(a01,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0,0,0,0,0
349,"RISE(a02,USA)",equity risk premium by sector and region,exo,exo,del,USA,0,0,0,0,0,0,0,0
350,"RISE(a02,ROW)",equity risk premium by sector and region,exo,exo,del,ROW,0,0,0,0,0,0,0,0
351,RISH(USA),risk premium for human wealth,exo,exo,del,USA,0,0,0,0,0,0,0,0
352,RISH(ROW),risk premium for human wealth,exo,exo,del,ROW,0,0,0,0,0,0,0,0
353,RISR(USA),risk premium in the yield curve,exo,exo,del,USA,0,0,0,0,0,0,0,0
354,RISR(ROW),risk premium in the yield curve,exo,exo,del,ROW,0,0,0,0,0,0,0,0
355,RISW(USA),Blanchard probability of death,exo,exo,del,USA,3,3,3,3,3,3,3,3
356,RISW(ROW),Blanchard probability of death,exo,exo,del,ROW,3,3,3,3,3,3,3,3
357,RISY(USA),risk premium for raw-capital sector capital,exo,exo,del,USA,0,0,0,0,0,0,0,0
358,RISY(ROW),risk premium for raw-capital sector capital,exo,exo,del,ROW,0,0,0,0,0,0,0,0
359,RISZ(USA),risk premium for household capital,exo,exo,del,USA,0,0,0,0,0,0,0,0
360,RISZ(ROW),risk premium for household capital,exo,exo,del,ROW,0,0,0,0,0,0,0,0
361,ROGY(USA),potential output growth target,exo,exo,pct,USA,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
362,ROGY(ROW),potential output growth target,exo,exo,pct,ROW,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
363,RVGS(USA),revenue from unit taxes,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
364,RVGS(ROW),revenue from unit taxes,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
365,SAVI(USA),real domestic saving using real interest rates,end,z1l,gdp,USA,21.39349318,23.05567368,24.09704711,31.44537554,24.76037591,14.68620988,22.01582877,21.98991177
366,SAVI(ROW),real domestic saving using real interest rates,end,z1l,gdp,ROW,21.39349318,23.05567368,24.09704711,31.44537554,24.76037591,14.68620988,22.01582877,21.98991177
367,SAVN(USA),real domestic saving using nominal interest rates,end,z1l,gdp,USA,23.09227669,24.75445719,25.3411576,32.71436796,28.73149472,20.73264611,25.2495553,24.29484645
368,SAVN(ROW),real domestic saving using nominal interest rates,end,z1l,gdp,ROW,23.09227669,24.75445719,25.3411576,32.71436796,28.73149472,20.73264611,25.2495553,24.29484645
369,SAVT(USA),domestic non-government saving using nominal interest rates,end,z1l,gdp,USA,18.64232926,18.6016455,18.65249471,17.73925758,16.82238248,17.04413247,17.40152152,16.38048714
370,SAVT(ROW),domestic non-government saving using nominal interest rates,end,z1l,gdp,ROW,18.64232926,18.6016455,18.65249471,17.73925758,16.82238248,17.04413247,17.40152152,16.38048714
371,"SHEF(a01,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0,0,0,0,0
372,"SHEF(a01,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
373,"SHEF(a02,USA)",autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0,0,0,0,0
374,"SHEF(a02,ROW)",autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
375,SHEFC(USA),consumption autonomous energy efficiency improvements,exo,exo,pct,USA,0,0,0,0,0,0,0,0
376,SHEFC(ROW),consumption autonomous energy efficiency improvements,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
377,"SHK(a01,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0,0,0,0,0
378,"SHK(a01,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
379,"SHK(a02,USA)",shock to capital efficiency,exo,exo,pct,USA,0,0,0,0,0,0,0,0
380,"SHK(a02,ROW)",shock to capital efficiency,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
381,SHKC(USA),shock to aggregate consumption,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
382,SHKC(ROW),shock to aggregate consumption,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
383,"SHKI(USA,a01)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
384,"SHKI(USA,a02)",shock to inv equation,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
385,"SHKI(ROW,a01)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
386,"SHKI(ROW,a02)",shock to inv equation,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
387,SHKM(USA),shock to money demand,exo,exo,pct,USA,0,0,0,0,0,0,0,0
388,SHKM(ROW),shock to money demand,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
389,"SHL(USA,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0,0,0,0,0
390,"SHL(USA,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0,0,0,0,0
391,"SHL(ROW,a01)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
392,"SHL(ROW,a02)",shock to labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
393,SHLY(USA),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0,0,0,0,0
394,SHLY(ROW),shock to raw capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
395,SHLZ(USA),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,USA,0,0,0,0,0,0,0,0
396,SHLZ(ROW),shock to household capital sector labor due to labor-augmenting technical change and/or population growth,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
397,"SHY(a01,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0,0,0,0,0
398,"SHY(a01,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
399,"SHY(a02,USA)",shock to total factor productivity,exo,exo,pct,USA,0,0,0,0,0,0,0,0
400,"SHY(a02,ROW)",shock to total factor productivity,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
401,SHYY(USA),shock to raw capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0,0,0,0,0
402,SHYY(ROW),shock to raw capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
403,SHYZ(USA),shock to household capital sector total factor productivity,exo,exo,pct,USA,0,0,0,0,0,0,0,0
404,SHYZ(ROW),shock to household capital sector total factor productivity,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
405,"STM(a01,USA)",stock market value,end,z1l,gdp,USA,21.05897949,20.97534996,20.87646802,20.46390615,20.61105646,20.75951435,20.73144356,20.71906144
406,"STM(a01,ROW)",stock market value,end,z1l,gdp,ROW,21.05897949,20.97534996,20.87646802,20.46390615,20.61105646,20.75951435,20.73144356,20.71906144
