order,name,description,vector,type,units,region,2017,2018,2019,2020,2021,2022,2023,2024
407,"STM(a02,USA)",stock market value,end,z1l,gdp,USA,252.72767447,251.95411378,251.98034708,252.69937343,252.47376361,251.69776317,251.67309122,252.08945744
408,"STM(a02,ROW)",stock market value,end,z1l,gdp,ROW,252.72767447,251.95411378,251.98034708,252.69937343,252.47376361,251.69776317,251.67309122,252.08945744
409,STMT(USA),total stock market value,end,z1l,gdp,USA,273.78665396,272.92946374,272.8568151,273.16327957,273.08482007,272.45727753,272.40453478,272.80851888
410,STMT(ROW),total stock market value,end,z1l,gdp,ROW,273.78665396,272.92946374,272.8568151,273.16327957,273.08482007,272.45727753,272.40453478,272.80851888
411,"TAX(g01,USA)",sales tax on composite,exo,exo,pct,USA,2.78917161,2.48088314,2.46336708,2.46022441,2.61039967,2.68600226,2.43062311,2.43034315
412,"TAX(g01,ROW)",sales tax on composite,exo,exo,pct,ROW,2.78917161,2.48088314,2.46336708,2.46022441,2.61039967,2.68600226,2.43062311,2.43034315
413,"TAX(g02,USA)",sales tax on composite,exo,exo,pct,USA,2.78917161,2.48088314,2.46336708,2.46022441,2.61039967,2.68600226,2.43062311,2.43034315
414,"TAX(g02,ROW)",sales tax on composite,exo,exo,pct,ROW,2.78917161,2.48088314,2.46336708,2.46022441,2.61039967,2.68600226,2.43062311,2.43034315
415,TAXC(USA),revenue from sales and company taxes,end,z1l,gdp,USA,4.99909173,4.39336149,4.34057742,4.42480437,4.92534258,5.24124983,4.8053085,4.86771537
416,TAXC(ROW),revenue from sales and company taxes,end,z1l,gdp,ROW,4.99909173,4.39336149,4.34057742,4.42480437,4.92534258,5.24124983,4.8053085,4.86771537
417,TAXE(USA),revenue from externality taxes,end,z1l,gdp,USA,0,0,0,0,0,0,0,0
418,TAXE(ROW),revenue from externality taxes,end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
419,TAXH(USA),revenue from taxes on wages,end,z1l,gdp,USA,6.33162003,5.36049257,5.37623856,5.56836759,6.28209903,7.15816069,5.64486549,5.65690322
420,TAXH(ROW),revenue from taxes on wages,end,z1l,gdp,ROW,6.33162003,5.36049257,5.37623856,5.56836759,6.28209903,7.15816069,5.64486549,5.65690322
421,TAXL(USA),revenue from lump-sum taxes,end,z1l,gdp,USA,0,0,0,0,0,0,0,0
422,TAXL(ROW),revenue from lump-sum taxes,end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
423,TAXM(USA),tariff revenue,end,z1l,gdp,USA,0.17317468,0.17568512,0.16797385,0.15019106,0.16587719,0.1764172,0.16097859,0.16254756
424,TAXM(ROW),tariff revenue,end,z1l,gdp,ROW,0.17317468,0.17568512,0.16797385,0.15019106,0.16587719,0.1764172,0.16097859,0.16254756
425,TAXS(USA),exogenous lump sum tax,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
426,TAXS(ROW),exogenous lump sum tax,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
427,TAXT(USA),total revenue,end,z1l,gdp,USA,11.50388644,9.92953918,9.88478983,10.14336302,11.3733188,12.57582772,10.61115257,10.68716615
428,TAXT(ROW),total revenue,end,z1l,gdp,ROW,11.50388644,9.92953918,9.88478983,10.14336302,11.3733188,12.57582772,10.61115257,10.68716615
429,TAXX(USA),external tax revenue,end,z1l,gdp,USA,0,0,0,0,0,0,0,0
430,TAXX(ROW),external tax revenue,end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
431,TBAL(USA),"trade surplus, domestic currency",end,z1l,gdp,USA,0,0,0,0,0,0,0,0
432,TBAL(ROW),"trade surplus, domestic currency",end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
433,TBAU(USA),"trade surplus, USD",end,z1l,gdp,USA,0,0,0,0,0,0,0,0
434,TBAU(ROW),"trade surplus, USD",end,z1l,gdp,ROW,0,0,0,0,0,0,0,0
435,TCOR(USA),tax rate on corporate profits,exo,exo,pct,USA,3,3,3,3,3,3,3,3
436,TCOR(ROW),tax rate on corporate profits,exo,exo,pct,ROW,3,3,3,3,3,3,3,3
437,"TEX(g01,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0,0,0,0,0
438,"TEX(g01,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
439,"TEX(g02,USA)",extern tax on composite,exo,exo,pct,USA,0,0,0,0,0,0,0,0
440,"TEX(g02,ROW)",extern tax on composite,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
441,"TIF(g01,USA)",fta tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0,0
442,"TIF(g01,ROW)",fta tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
443,"TIF(g02,USA)",fta tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0,0
444,"TIF(g02,ROW)",fta tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
445,"TIM(g01,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0,0
446,"TIM(g01,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627
447,"TIM(g01,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627,0.34136627
448,"TIM(g01,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
449,"TIM(g02,USA,USA)",multilateral tariff rates,exo,exo,pct,USA,0,0,0,0,0,0,0,0
450,"TIM(g02,USA,ROW)",multilateral tariff rates,exo,exo,pct,USA,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997
451,"TIM(g02,ROW,USA)",multilateral tariff rates,exo,exo,pct,ROW,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997,1.23498997
452,"TIM(g02,ROW,ROW)",multilateral tariff rates,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
453,TINC(USA),tax rate on labor income,exo,exo,pct,USA,11.90001312,10.09593753,10.10641596,10.25573081,11.85776653,13.8538191,11.03374383,11.01300187
454,TINC(ROW),tax rate on labor income,exo,exo,pct,ROW,11.90001312,10.09593753,10.10641596,10.25573081,11.85776653,13.8538191,11.03374383,11.01300187
455,"TITC(a01,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0,0
456,"TITC(a01,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
457,"TITC(a02,USA)",investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0,0
458,"TITC(a02,ROW)",investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
459,TITCH(USA),households investment tax credit rate,exo,exo,pct,USA,0,0,0,0,0,0,0,0
460,TITCH(ROW),households investment tax credit rate,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
461,"TIX(g01,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0,0,0,0,0
462,"TIX(g01,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
463,"TIX(g02,USA)",multilateral iceberg costs,exo,exo,pct,USA,0,0,0,0,0,0,0,0
464,"TIX(g02,ROW)",multilateral iceberg costs,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
465,"TOB(a01,USA)","marginal q, TOB.NC",end,z1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
466,"TOB(a01,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
467,"TOB(a02,USA)","marginal q, TOB.NC",end,z1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
468,"TOB(a02,ROW)","marginal q, TOB.NC",end,z1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
469,TOBY(USA),"marginal Q, raw capital sector",end,z1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
470,TOBY(ROW),"marginal Q, raw capital sector",end,z1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
471,TOBZ(USA),"marginal Q, household capital",end,z1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
472,TOBZ(ROW),"marginal Q, household capital",end,z1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
473,"TPA(a01,USA)",partial adjustment q,sta,x1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
474,"TPA(a01,ROW)",partial adjustment q,sta,x1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
475,"TPA(a02,USA)",partial adjustment q,sta,x1l,pct,USA,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
476,"TPA(a02,ROW)",partial adjustment q,sta,x1l,pct,ROW,120.36158982,120.69126853,120.72299408,120.6018154,120.61484344,120.85430703,120.89233101,120.73011681
477,TPAY(USA),"partial adjustment Q, raw capital sector",sta,x1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
478,TPAY(ROW),"partial adjustment Q, raw capital sector",sta,x1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
479,TPAZ(USA),"partial adjustment Q, household capital",sta,x1l,pct,USA,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
480,TPAZ(ROW),"partial adjustment Q, household capital",sta,x1l,pct,ROW,110.6593211,111.00982579,111.02821315,110.91141825,110.99764765,111.26738956,111.23369122,111.08452258
481,TRAN(USA),total transfers,end,z1l,gdp,USA,9.53512424,9.53322023,9.54167534,9.54658995,9.50855916,9.49852838,9.52752112,9.51935406
482,TRAN(ROW),total transfers,end,z1l,gdp,ROW,9.53512424,9.53322023,9.54167534,9.54658995,9.50855916,9.49852838,9.52752112,9.51935406
483,TRANX(USA),exogenous transfers,exo,exo,gdp,USA,0,0,0,0,0,0,0,0
484,TRANX(ROW),exogenous transfers,exo,exo,gdp,ROW,0,0,0,0,0,0,0,0
485,"TXGS(a01,g01,USA)",unit tax on goods to sectors,exo,exo,dollar,USA,0,0,0,0,0,0,0,0
486,"TXGS(a01,g01,ROW)",unit tax on goods to sectors,exo,exo,dollar,ROW,0,0,0,0,0,0,0,0
487,"TXGS(a02,g01,USA)",unit tax on goods to sectors,exo,exo,dollar,USA,0,0,0,0,0,0,0,0
488,"TXGS(a02,g01,ROW)",unit tax on goods to sectors,exo,exo,dollar,ROW,0,0,0,0,0,0,0,0
489,"TXM(g01,USA)",tariff revenue by good,end,z1l,gdp,USA,0.00303283,0.00307679,0.00294174,0.00263031,0.00290502,0.00308961,0.00281923,0.00284671
490,"TXM(g01,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.00303283,0.00307679,0.00294174,0.00263031,0.00290502,0.00308961,0.00281923,0.00284671
491,"TXM(g02,USA)",tariff revenue by good,end,z1l,gdp,USA,0.17014185,0.17260833,0.1650321,0.14756075,0.16297217,0.17332758,0.15815935,0.15970085
492,"TXM(g02,ROW)",tariff revenue by good,end,z1l,gdp,ROW,0.17014185,0.17260833,0.1650321,0.14756075,0.16297217,0.17332758,0.15815935,0.15970085
493,"WAG(a01,USA)",sector wage,end,z1l,idx,USA,100,100,100,100,100,100,100,100
494,"WAG(a01,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
495,"WAG(a02,USA)",sector wage,end,z1l,idx,USA,100,100,100,100,100,100,100,100
496,"WAG(a02,ROW)",sector wage,end,z1l,idx,ROW,100,100,100,100,100,100,100,100
497,WAGE(USA),wage rate,sta,x1l,idx,USA,73.33920189,77.0831987,80.53252382,81.56761198,88.34145355,94.6152627,100,105.76837204
498,WAGE(ROW),wage rate,sta,x1l,idx,ROW,73.33920189,77.0831987,80.53252382,81.56761198,88.34145355,94.6152627,100,105.76837204
499,WAGG(USA),government wage,end,z1l,idx,USA,73.33920189,77.0831987,80.53252382,81.56761198,88.34145355,94.6152627,100,105.76837204
500,WAGG(ROW),government wage,end,z1l,idx,ROW,73.33920189,77.0831987,80.53252382,81.56761198,88.34145355,94.6152627,100,105.76837204
501,WELH(USA),human wealth,cos,j1l,gdp,USA,901.44639095,917.98168596,919.61641619,937.0541013,898.01293087,855.9819683,875.29142194,879.01492336
502,WELH(ROW),human wealth,cos,j1l,gdp,ROW,901.44639095,917.98168596,919.61641619,937.0541013,898.01293087,855.9819683,875.29142194,879.01492336
503,WELT(USA),total wealth,end,z1l,gdp,USA,1397.65259309,1403.66145744,1398.56304933,1419.32989698,1365.96400368,1338.61869645,1349.32951861,1342.17426928
504,WELT(ROW),total wealth,end,z1l,gdp,ROW,1397.65259309,1403.66145744,1398.56304933,1419.32989698,1365.96400368,1338.61869645,1349.32951861,1342.17426928
505,WERR(USA),wage inflation expectation errors,exo,exo,pct,USA,0,0,0,0,0,0,0,0
506,WERR(ROW),wage inflation expectation errors,exo,exo,pct,ROW,0,0,0,0,0,0,0,0
507,YRATN(USA),"GDP ratio, nominal",exo,exo,pct,USA,100,100,100,100,100,100,100,100
508,YRATN(ROW),"GDP ratio, nominal",exo,exo,pct,ROW,100,100,100,100,100,100,100,100
